diggCount,followerCount,followingCount,friendCount,heart,heartCount,videoCount,commentSetting,downloadSetting,duetSetting,ftc,id,isADVirtual,openFavorite,privateAccount,relation,roomId,secUid,secret,stitchSetting,ttSeller,uniqueId,verified,start_time,end_time
4406,19000,87,0,839000,839000,126,0,0,0,False,6756443398796542981,False,False,False,0,7285823401384495880,MS4wLjABAAAAJx7HQUFz1Kjtn9S3ca9BHnSpB6gI9AI9emOgcRjLLaQrsljOk9I7mhb1--cn5YKn,False,0,False,captainbiscuit0,False,1694950080,1696307039
2,21600,0,0,206100,206100,30,0,0,0,False,7206186105375687686,False,False,False,0,7285788228997565190,MS4wLjABAAAAhM-2S11DoZhsI_4dk3jCl8tKEgwr_eQ_6qEjIO6JNEuAP2xwZOcK7-yyaJLuDoLC,False,0,False,curioincognito,False,1694950080,1696307039
5,18800,36,0,3685,3685,41,0,0,0,False,7115601468228453402,False,False,False,0,MS4wLjABAAAARLtWmajJMAZWzkT7SFIDyFpToSLabZRIMEKKsmr-V6v27wKgB4LzwkirS4o5K7bF,False,0,True,bangaul996,False,1694950080,1696307039
16,3353,979,0,0,0,0,0,0,0,False,7263667337696609286,False,False,False,0,MS4wLjABAAAAsjnmSBk0zbFUCCY1bj-j3vYWdQLIRYbgZRDgIbKMR63qzzeBU0PttFJtvUxLSI1n,False,0,False,mysticctwilight,False,1694950080,1696307039
452,1693,186,0,10700,10700,190,0,0,0,False,7252689104642180102,False,False,False,0,MS4wLjABAAAAGFCd-OC1jFQnZSBbsrgse_-ZCurJ4sOrunOpaV4Wq8EPUVqe-LMhpEI5YNCR7I47,False,0,False,a.melon0,False,1694950080,1696307039
3329,207800,70,0,6000000,6000000,240,0,0,0,False,6857935930868122629,False,False,False,0,MS4wLjABAAAALvXMV-WVF7XfZqMXK90XyzOsVGYsRbTTaT4hsVy-fLhQR9_Wo3HYn7dx_GyaFPLP,False,0,False,chuchington,False,1694950080,1696307039
3753,1258,2077,0,312,312,35,0,0,0,False,7150117224618738714,False,True,False,0,MS4wLjABAAAAekIQcY4rTIyULF8gkFpZWR77BUAoN39KK3CQTF3SxYgiXxkKldjd8kx7DPizp-9Y,False,0,False,muhadiredy,False,1694950080,1696307039
665,8355,163,0,2531,2531,11,0,0,0,False,6917029146817217538,False,False,False,0,MS4wLjABAAAA_u1zuNxOwDG_lE4OTaBjYxAffVpQHPQvJO1eEpKD45QjaduWvTF3K7D_U9Vg0_EG,False,0,False,itslahman,False,1694950080,1696307039
1495,128200,510,0,7665,7665,13,0,0,0,False,6898792516586750977,False,False,False,0,MS4wLjABAAAAfY2DlbIUbUuxp057b2TKLRZPe3qBONFIbvGxAhroqgOFUlpofGDqlgmXI5eipu5W,False,0,True,bangshantv,False,1694950080,1696307039
185,115000,209,0,6054,6054,23,0,0,0,False,6818869174318023682,False,False,False,0,MS4wLjABAAAAi_lsCZmoaMEKViGWimjYzNACWpwxRLtM0ijGcR3vEEe7uaI2mjaV7jhY9YPCKKpc,False,0,False,dhedgaming,False,1694950080,1696307039
381,69500,357,0,24400,24400,70,0,0,0,False,7171113373056074779,False,False,False,0,MS4wLjABAAAAqaShE2Da1DAxhP-Ms9B-4hv8_22bDzcglJVOPovk7WjNFvXnMQqp-PeTkIVPQKC8,False,0,False,nguoinhenlive,False,1694950080,1696307039
79600,2600000,417,0,40200000,40200000,308,0,3,0,False,7060199819591173126,False,False,False,0,MS4wLjABAAAAhtrPiqOZ3UbK2jS_6VVkWenjj_SBDQgUD0HU1FI8tygquXE8hO78umIeYs69pWfN,False,0,False,payleey,False,1694950080,1696307039
481,184400,23,0,424400,424400,2,0,3,0,False,7146907808058688513,False,False,False,0,MS4wLjABAAAAYmJAZg-75OS7PGQ5QZQdgpBWSU9kvQtvK5_bMGC_b8zl9G57hIDMbWbPSJUhVtyy,False,0,False,benxqq,False,1694950080,1696307039
3026,632,3014,0,996,996,510,3,3,3,False,7235587022252950554,False,False,True,0,MS4wLjABAAAAskHAYAs_2Ec2QKT3F_ZYD5HACJdUIuNWEY9YWASRvYzk6SDqFhbI9RtgJNwr1wwQ,True,3,False,mrpatuto99,False,1694950080,1696307039
6,125700,2,0,438200,438200,33,0,0,0,False,7263197188167369761,False,False,False,0,MS4wLjABAAAAYMKDz61briK0fGzN5Gp80-jWgk2NDVd8JGZLDeGo8o6pHe9A-WCZD9ouSD0Bxc8i,False,0,False,nivekroblox,False,1694950080,1696307039
7115,56400,54,0,90300,90300,36,0,3,1,False,6837031780404642818,False,False,False,0,MS4wLjABAAAA_yW2i6MfBcJQC0hyHbvdplCw9ktPHrXyzL-8L7kTrs3JfaEoylOdKGiTZeh9XWd2,False,1,False,_janacaubang,False,1694950080,1696307039
591,9329,30,0,393200,393200,57,0,0,0,False,7242609952622691334,False,False,False,0,MS4wLjABAAAAxq1S-FAmvn_mwLJkOo5_Lpwl-aTAfPICzslVrqXeRfqtX9qxd7apiQ1u9JcdaLUW,False,0,False,isntsaru,False,1694950080,1696307039
