diggCount,followerCount,followingCount,friendCount,heart,heartCount,videoCount,commentSetting,downloadSetting,duetSetting,ftc,id,isADVirtual,openFavorite,privateAccount,relation,roomId,secUid,secret,stitchSetting,ttSeller,uniqueId,verified,start_time,end_time
911,3076,2610,0,12200,12200,50,0,0,0,False,7163762997675131909,False,False,False,0,7285828041313307398,MS4wLjABAAAAGFkahQmDrDY2j8oRqIYKmLEBCKil4ZStzyb-s0jAJYVx9_lbDh3eivZClifINMFR,False,0,False,perozderozepce,False,1694384777,1696287104
3009,49200,579,0,47200,47200,11,0,0,0,False,6769295825291052037,False,False,False,0,7285812830341761797,MS4wLjABAAAAG0KCCnUCzyZgMRDNzT49u-HzJiBlkjaYF61wBUMS9NuIz_JX8_QxMVFYJrvbwKNa,False,0,False,wondery6,False,1694384777,1696287104
58600,1100000,126,0,8600000,8600000,842,0,0,0,False,6735254550829237253,False,False,False,0,7285846116820601643,MS4wLjABAAAA5EroZn_XfNn8jTGY1tda4R-m0n-bnmsujZtaVf0XG79SkvYYWh9P3vIOeu_hb_he,False,0,False,vampyro111,False,1694384777,1696287104
9037,660000,470,0,3300000,3300000,89,0,0,0,False,7079612019914605573,False,False,False,0,MS4wLjABAAAApCT9anyPVTj6r5tDMbGrPNMxNM2JYzHu3oaetwIjT_Wt9vXzNukBvgg6d7rdFkA0,False,0,False,irlandagl1,False,1694384777,1696287104
130300,1100000,344,0,62100000,62100000,1745,0,0,0,False,137617795881508864,False,False,False,0,MS4wLjABAAAAvusUUsgvZPG-MBkxHRZhS-uVyZq7INa7dO22KmJ5t9RUv4CxrII4SMD4M8CQB59Q,False,0,False,adriankr,True,1694384777,1696287104
57100,3199,1999,0,2930,2930,81,1,0,0,False,6880572500549059589,False,False,False,0,MS4wLjABAAAAn5bbffYKl5ekfs1uG_48VKzEyW4GMwWFQ7UgHwLmCPBCBa53h6NoctgE5YpNLOKT,False,0,False,irishx444,False,1694384777,1696287104
2299,3828,346,0,18500,18500,22,0,0,0,False,6991855979194156037,False,False,False,0,MS4wLjABAAAAMx9r2LKSAz7J-DTYs506kXq9XWUR9rfKZ_gvvQHr2BxRJSzlD4KE_sogVig3-fT-,False,0,False,kiraa.codm,False,1694384777,1696287104
4134,323,142,0,27,27,0,0,0,0,False,7085759154673861637,False,False,False,0,MS4wLjABAAAAxkdzh09gYfKwQ8m3mVILh6kf2BGaZ7w6kJESCeI583PJ9zgISxxxqFCS4pnw9DGf,False,0,False,biljanapasa,False,1694384777,1696287104
25200,128400,474,0,2100000,2100000,680,0,3,0,False,6760949661497181189,False,False,False,0,MS4wLjABAAAAmbTQoS2u_Gnu8QKyxDR9rhg6TMc4P49jALGpv6P2m_yKnBJQK-p_eWd7VZAXI4_h,False,3,False,annamarianasia,False,1694384777,1696287104
15,24900,0,0,0,0,0,0,0,0,False,7249932449806107674,False,False,False,0,7285705673894136608,MS4wLjABAAAAfFTrtQp7W42CtIlFBmAMRo6wp7sNYD2KhBVnJekac9bq5TFS_VsD4efFF3wG71bB,False,0,False,mubaraziz,False,1694384777,1696287104
1267,8580,2615,0,3071,3071,58,0,0,0,False,6809645202677875717,False,False,False,0,7285837159775750917,MS4wLjABAAAAYtDJhEuTvfGihGoAX1E0YVK-socS9hEdR1vgR0xvxL56Adm8fvYutuKj9Yq8f4uU,False,0,False,sqwyqly,False,1694384777,1696287104
1208,28500,650,0,233100,233100,138,3,0,0,False,7011487278539965446,False,False,False,0,MS4wLjABAAAAGpgBXO6pBvRNsgOICN-R1orYQ9lnr249fI5x69pNBoO0Xz7v9qIMzb3ykI68O4KB,False,0,False,amilaosmanhalilovic,False,1694384777,1696287104
1031,4568,20,0,13300,13300,82,0,0,0,False,193643409083928576,False,False,False,0,7285792364523817734,MS4wLjABAAAA1J-hX0GT-7Pz9epDB3mOnhd8N0e1M_Aqw5Bx3QXP65H9ZadXOMLpjmLDi3SUPitd,False,0,False,hakualejo,False,1694384777,1696287104
1535,18200,2202,0,73300,73300,56,0,0,0,False,6818618344145585157,False,False,False,0,7285807169294076677,MS4wLjABAAAAfaceVcUNXjKGAEb2q24JsLDEKedy92QGkzqWJ290jqkgJ07abzlxQ-YE5BB3yEyj,False,0,False,memattimemiss,False,1694384777,1696287104
1943,2965,1286,0,5848,5848,54,0,3,0,False,7158548868492887046,False,False,False,0,MS4wLjABAAAA_4w6JOfU8JwY87IK-R0ElulLqNDcj60CvTuyO0PHsK0NH6X50sYWP9O_8sMaSdZQ,False,0,False,covjekizsjenke,False,1694384777,1696287104
5529,78800,3795,0,796900,796900,506,0,0,0,False,7169228364351456262,False,False,False,0,MS4wLjABAAAAtXae5vmryQmZgIEvBr1mAHbOg_ovSI2zqHhnYzxVwnOb0EahfqlhXlzz2wn6S-Fn,False,0,False,hamdija54,False,1694384777,1696287104
9404,22700,290,0,409800,409800,0,0,0,0,False,6947111986304812038,False,False,False,0,MS4wLjABAAAA7Fc3BATHT7Gz8ypY7BA8IoRxaAvKwJORnGGPylT6dd_WxwY0K5hWEEA4gHXvGH63,False,0,False,livegames172,False,1694384777,1696287104
9263,1372,1782,0,1322,1322,0,0,0,0,False,6958919590085035014,False,False,False,0,MS4wLjABAAAA92RCL_XjWTrDbthF3copFqrmCU07AnwsEwO0Wo7vyXVG-KA0s7P5DzrOdwvSwSDw,False,0,False,sanija880_,False,1694384777,1696287104
7018,12,65,0,0,0,0,0,0,0,False,7232599847559250949,False,False,False,0,MS4wLjABAAAAlWGD3IB3jQssK6zECFk9ZHi5ys3aIlId4JcyACeGuBvIdhRGXuJgxdvHQkTRBviR,False,0,False,mihajloradujkovi,False,1694384777,1696287104
188,361,271,0,906,906,3,0,0,0,False,6969861930647864325,False,False,False,0,MS4wLjABAAAA76TkS0rZInNHBEZhS5HY94FCeab-GJXMI_8j67DxzqSPzbQPk_Qa4GlXdo0CMu4q,False,0,False,aleksandardjajic02,False,1694384777,1696287104
551,30400,515,0,34000,34000,83,0,0,0,False,6937978237771547653,False,False,False,0,MS4wLjABAAAAezInFPgj6moN1Lfyy89aW8-KW9ion6F3zKoA7w6Y9T5D2xqZAdKAbm3zFmIS4Rsf,False,0,False,brainuser55,False,1694384777,1696287104
10600,1009,1384,0,4554,4554,28,0,0,0,False,94188359446614016,False,False,False,0,MS4wLjABAAAA2UvlYtdxrb00cjULtmn0DBYpM2A0m2jtBWWMPtPxaF1Y9zX5X3QrtSuKY4pFLpOp,False,0,False,denicedahlgren,False,1694384777,1696287104
1414,1059,1216,0,2694,2694,44,0,0,0,False,7179729899220812806,False,False,False,0,MS4wLjABAAAA71qa9laN-cotA0N-FRuopQDFT4P1HCwOTwH7akGw-2CTUOguL7MaDvyqi3nGL6kX,False,0,False,jenna_ortega7_,False,1694384777,1696287104
1556,5032,466,0,16900,16900,21,0,3,0,False,6724418389089321989,False,False,False,0,MS4wLjABAAAAdquNAYD5soriUzdH6_iHnzuPuWyZ3B_QWX01p-7cp4yqb0jsr6wR1qGDZLUFfTmB,False,0,False,nemameeeeeee7,False,1694384777,1696287104
42000,11200,9998,0,38600,38600,352,0,3,0,False,6730333992921089029,False,True,False,0,MS4wLjABAAAAIW9ToGnbUYocZheFBZqhEn_yzzPij2NdlyjQkiJUDeyMlV1GDMwKdkCweCdZ7qMq,False,0,False,nemanja.1405,False,1694384777,1696287104
5965,99400,9824,0,283900,283900,0,0,3,1,False,7031323644488041478,False,False,False,0,7285816822752889632,MS4wLjABAAAAqFcQ6-e3L7mD2ALHBfJ_xLrhXkuDjTSCPjE94iNX_fJbxabVR2FZJLVzaFmHhAph,False,3,False,mirzahatic_official,False,1694384777,1696287104
16700,29300,9948,0,67300,67300,133,0,0,3,False,6963408210041783302,False,False,False,0,MS4wLjABAAAApCITVRYuEZCYRHwB2YxEXxpC0julkdLO979s1DDVKnukA-WNv2CLEOxjjYxBe9hT,False,3,False,firmski.lav,False,1694384777,1696287104
1,1438,0,0,2003,2003,1,0,0,0,False,6829963551685280774,False,False,False,0,MS4wLjABAAAAoHbs2ynXGJp9u_GsOHGgrGEyYCMiC5bcm5uGUVsfe_s2kNRKeBQXrRhPTWZEZc9s,False,0,False,countrybattlelive,False,1694384777,1696287104
366,25400,55,0,7798,7798,10,0,0,0,False,7255105827966633003,False,False,False,0,MS4wLjABAAAAvDOUjRU1lv-UQ1vaeLj0c9n7CR5Phy6gfpt_O64ApgIEz_2HVRfRXqGWXMsPUOkK,False,0,False,lisa884444,False,1694384777,1696287104
115100,129400,266,0,15900,15900,0,0,3,0,False,131553159067336704,False,False,False,0,MS4wLjABAAAAIx04LJ73MouR8XBl6Zn5_jBQ4Oe4lcJCeFN0kiEqfvpF8lo1KRL6K22rPZBSplLF,False,0,False,cbcgod,False,1694384777,1696287104
4742,14300,9966,0,60300,60300,180,0,0,0,False,7216625657978323973,False,False,False,0,MS4wLjABAAAAdKcqBtzeCc2xfYCOimS_AFHymN2IIND8KWQJcXi8nnU-NtsC33ais4HJ4ubn2pNu,False,0,False,anastarcevic96,False,1692573621,1694384662
9909,3275,7600,0,1053,1053,1,0,0,0,False,7206426240155370502,False,False,False,0,MS4wLjABAAAAuoMWHpbDR1azI2XnJd2C_rThdDrgsz3NvZw5rnkfY0QrzODwhUbDq4BfKlMGJg7T,False,0,False,live_studio23,False,1692573621,1694384662
24300,5185,8111,0,18100,18100,346,0,3,1,False,6979086994120180742,False,True,False,0,MS4wLjABAAAAyg6Hx09M43FE6q6fgJvKZO0Gaw5W-BkTY5tVpUmoRY1KCUyX4CsQ2fBHTPzQpkov,False,1,False,gordanamarkovic95,False,1692573621,1694384662
334,237100,245,0,386000,386000,84,0,0,0,False,6958981548734514178,False,False,False,0,7285833573663361797,MS4wLjABAAAAtOJK12FaEZSasKUFd5bncc6VA0lm0JbENcaj_cfS6y7gwKbOLx8iJvqxTmrKWceY,False,0,False,bangbetmenygy,False,1692573621,1694384662
611,13600,47,0,56200,56200,0,0,0,0,False,6792506300401861638,False,False,False,0,MS4wLjABAAAA09eo_enokcUR-tCACGufM9C8g11ODkdmc19sma3ftUWY6-N4ly07nQ4Glm7Zou4u,False,0,False,bl3jk,False,1692573621,1694384662
72900,6800000,1757,0,111400000,111400000,1680,0,0,0,False,124868834544521216,False,False,False,0,MS4wLjABAAAAz6d3QFDIaDy5mwX2mbOnepZvrCGqdXTD1FIg7cBqsEnCLYcUUma2HkMYb-UuCJBe,False,0,False,dessyyc,True,1692573621,1694384662
2591,117500,1210,0,1700000,1700000,141,0,3,0,False,6965872855599629318,False,False,False,0,MS4wLjABAAAAaAbfN1c0ITAIizbzh3bOzHmkynrSxMZedPvFa647DW3gWUzqKFF-n1o-ucI5RYAz,False,0,False,elvedin_sakic,False,1692573621,1694384662
26600,1027,4306,0,7908,7908,150,0,3,1,False,6890944520336311302,False,False,False,0,MS4wLjABAAAAyYWzOo9Y5Q8Gj50hVTAiAF5RZfjJ5EHomYAV8LeGHBAjYK-LmcghqFYiGSoXKPdx,False,1,False,k3nox3,False,1692573621,1694384662
6606,659,84,0,3631,3631,0,0,3,0,False,6743645295496741893,False,False,False,0,MS4wLjABAAAAYJIaitXQdGIoGioXk5CLgdwAcXe0VFOEYn5mL4Y4VzbTVBiufI6MdxVk1YeAVriH,False,0,False,ensar.07s,False,1692573621,1694384662
626,1925,41,0,2718,2718,6,0,0,0,False,7115430366097212421,False,False,False,0,MS4wLjABAAAAf8aGsyNChfmBDHhOYl3qO9t-dJazLBX7q8qYnzO4M5KaLthpxKRTx22sWBE52lDp,False,0,False,rhaegarr,False,1692573621,1694384662
2025,2008,24,0,2,2,1,0,0,0,False,6982641419342349318,False,False,False,0,MS4wLjABAAAAGIRRUZJNQNZU0pv6qh6DmUd9BNczBgxmT8bRXeHsUyuT3jgKOxsNgJ00XwdLclRk,False,0,False,rgamezzzz,False,1692573621,1694384662
496,41,135,0,0,0,0,0,0,0,False,7168591329864532997,False,False,False,0,MS4wLjABAAAAVxhzX5kPPwsC6GO3B5lrNGTGyXa_-KIzkd5ZjJ2vnGkMpGfPWPuT3pL2CQdWk07h,False,0,False,muhamedcolakovic11,False,1692573621,1694384662
94200,7808,622,0,59300,59300,316,0,0,0,False,6680483046603588614,False,False,False,0,MS4wLjABAAAAxQ3BOLLNr72iSzRG6IKH2zCsGCISvmRH0ssgOkfJcZ7GJ3ibh8tRjZIFHmT50WTV,False,0,False,anel401,False,1692573621,1694384662
88,8330,209,0,288,288,12,0,0,0,False,6993884337104274438,False,False,False,0,7285829225045691179,MS4wLjABAAAAWUaEgbxdr9IgNuTKOPlgZjehsgLcIbkD2GIsmIS1LT5LRg07xPbGDPR8kZpbsbnP,False,0,False,daydream546,False,1692573621,1694384662
56900,3952,93,0,64300,64300,3,0,0,0,False,6788881922037023750,False,False,False,0,MS4wLjABAAAAv4oy-cD_KJjKzImAAWyTW7cG0C1ExghtivDfoCpu4Fh29oivtYuMZz-AjQ0juxes,False,0,False,keepmy.live,False,1692573621,1694384662
7408,438,55,0,0,0,0,0,3,3,False,6768411971965436933,False,False,True,0,MS4wLjABAAAAPZcHmFaluWwtl39NwIZdo3HEGD4R1RmxfZANZTBRkRVdsteA7VxNfzjDlcCPM-qZ,True,3,False,itssuanaa999,False,1692573621,1694384662
9029,6403,774,0,86800,86800,205,0,0,0,False,186679758712180736,False,False,False,0,MS4wLjABAAAA0zQHiKOmcKIigo3a4cCyklMddtMXZJ3eYNS8iZ_oimQU_YbSyBvyZgalHtt5_nEL,False,0,False,djgile2,False,1692573621,1694384662
244,21600,472,0,2174,2174,78,0,0,0,False,7098946131100451886,False,False,False,0,MS4wLjABAAAA-nHbstZl6cBZE3wcIOeYtR8nw6GRCb6B4fSueMOeg5rip3wAFckSvKhFsmkbD5TR,False,0,False,gamehuang8,False,1692573621,1694384662
0,46600,24,0,1415,1415,24,0,0,0,False,7201871339967185963,False,False,False,0,MS4wLjABAAAAXlPIzuo2OCtIJFNazFLdaEvuqrPAjAvsd7zSbypzoaVCFAukQCy0sUbKAIE6pSVH,False,0,False,superuven,False,1692573621,1694384662
29,35100,35,0,20000,20000,19,0,0,0,False,7032594108796306458,False,False,False,0,MS4wLjABAAAAVB1V_835J2XWMRBdA1I0ovEPRHmxM4VVvNPa6EWyCJsdRQXF7nqTykts6GSjTPs5,False,0,False,zh.xai,False,1692573621,1694384662
1683,23200,915,0,35200,35200,13,0,0,0,False,6829554898096882694,False,False,False,0,MS4wLjABAAAAuuTvEwRJ41jys3DP7g9Xu1RZogIf_S99q_llcOS5TB-nMPaF4mlfdHysMLm2qWlL,False,0,False,said_krajina,False,1692573621,1694384662
2948,122700,10000,0,115500,115500,81,0,0,0,False,6882324235735254022,False,True,False,0,7285819537252223749,MS4wLjABAAAAjCML-QqpCEsdwmLCBAaPFLT7E-sQA447qK2U-b2kSchSThPwLj8gKXUaK4Rwvy_D,False,0,False,hudakompani82firmo,False,1692573621,1694384662
315,944,118,0,9,9,1,0,0,0,False,7272015420575073285,False,True,False,0,MS4wLjABAAAAQDjUAOedoThIxUUUaALmTilh2JdoKljNzzgVsGs-y1vrDWXGqoQTAUntrqYrX-Sn,False,0,False,devil.is.back89,False,1692573621,1694384662
3949,37,438,0,41,41,6,0,0,0,False,6957377086110204933,False,False,False,0,MS4wLjABAAAAVlJn5_T2LE1Fz30h_dk3FW9qdHqEeCaZdlwp-FPtSvWEeO-FqPieMaGGd5dD2QKx,False,0,False,manuelreina123,False,1692573621,1694384662
1692,1352,3482,0,540,540,46,0,0,0,False,7209314737921311750,False,False,False,0,MS4wLjABAAAAsxkuQKh3cDvyV2uByF5h-IrjbK64JxM1mMfsBDMfQ4MxpQc3KDXj9buG6lNbT_x4,False,0,False,berina241,False,1692573621,1694384662
158,13100,0,0,6933,6933,114,0,0,0,False,7267496928597918766,False,False,False,0,7285838365142960939,MS4wLjABAAAA984umXeov4p2usnMxaQBlcYROv61lHokzzHwaAaUCpMajaErrwo34Iw1mJyCkY4d,False,0,False,liam3132_,False,1692573621,1694384662
