diggCount,followerCount,followingCount,friendCount,heart,heartCount,videoCount,commentSetting,downloadSetting,duetSetting,ftc,id,isADVirtual,openFavorite,privateAccount,relation,roomId,secUid,secret,stitchSetting,ttSeller,uniqueId,verified,start_time,end_time
4,1073,47,0,0,0,0,0,0,0,False,7199443534461240347,False,False,False,0,7285692434703813381,MS4wLjABAAAAX0cXTO_ZEmzLgJUb-W6LdO3zwtnomuViC9HQEW8aVRAJGgL39XfhSyhsttBUo_8r,False,0,False,imdpf002,False,1689928720,1696221028
7,1079,142,0,9,9,0,0,0,0,False,7256306166955197445,False,False,False,0,MS4wLjABAAAAez5MAobFvETH-KsGohNRGqXaBL1o6I6RgCmbExwdXLVe7nor7jp9sXraAC4jx6dt,False,0,False,zgnhhgn,False,1689928720,1696221028
64,1651,97,0,15800,15800,2,0,0,0,False,7265746381989463046,False,False,False,0,7285488633046895365,MS4wLjABAAAArUdf3BNjqWLqwLcWphJefQHRdJo1j9kO74wGcAcIbEaiW6X27gghbQozDZbikuQE,False,0,False,thy.trinh34,False,1689928720,1696221028
3166,2448,3835,0,1048,1048,244,0,0,0,False,6624421175966154753,False,True,False,0,MS4wLjABAAAAO11nbVJFk5IU5UWjfuqePNzcwMWB5-QSUFmN_GTqlKV648a9KCT-pLcfks-5LTqR,False,0,False,amg0922,False,1689928720,1696221028
2,1231,690,0,38,38,10,0,0,0,False,7225283231654233093,False,False,False,0,MS4wLjABAAAAl4ch5yFUoN8mY7dc9ObBB54UuZiH3KU-SAm1Mx1UGlGDD8_LdaryUmVbARXaocqD,False,0,False,elvesbattle1,False,1689928720,1696221028
205,1861,552,0,162,162,20,0,0,0,False,7221118237919740934,False,False,False,0,7285809509011901189,MS4wLjABAAAAhboKQUufN9TEPhoT2ksi0jtLfVK_5OYRaN5B1t92Ihxfi2b8Eqf42gs5zvimh3Zm,False,0,False,aoyuvabahv4nb8,False,1689928720,1696221028
52,2929,603,0,1130,1130,73,0,0,0,False,7241785295335015425,False,False,False,0,MS4wLjABAAAAKp72zRcKKpshkVjZ2l-48kO9UifUIVZLJc1j7UC1VoeB9oPNmYfnLeibUkG_9w5o,False,0,False,e1807585jha,False,1689928720,1696221028
55,3281,433,0,1847,1847,5,0,0,0,False,7198063119255487515,False,False,False,0,MS4wLjABAAAAflb-FCR0NIw_uJjItI-qgcg5hJ_RNn0IKaH1fANWIK_0uMCVnqADeZdz_HurPati,False,0,False,seven77mm,False,1689928720,1696221028
26,1418,91,0,42,42,2,0,0,0,False,7257065553248191494,False,False,False,0,7285789240923147014,MS4wLjABAAAAafgvGuOZR56QmlTd-fTfOHK8iKyg7h1uirD5HFgXDM9RztPpWSRR3y10z6aXcKbs,False,0,False,xhdmark,False,1689928720,1696221028
15,1405,395,0,70,70,11,0,0,0,False,7252617962522182662,False,False,False,0,7285717546010348294,MS4wLjABAAAAWwwQzDRkAaVGXadeNoKqEJIbag34l5UEqqK5l5025gIM4ehMS_69RV2OFZu84rz1,False,0,False,user19558256185948,False,1689928720,1696221028
15,4567,211,0,73300,73300,12,0,0,0,False,7253260072365016070,False,False,False,0,7285707359623334674,MS4wLjABAAAAFasblfrJkL6Eblr5nLdcvDQyX8qUdtRlxGBiDpK2xQc_OwOI0Dfgpu-UeFdB1tLg,False,0,False,qeqw32er,False,1689928720,1696221028
473,2132,134,0,26000,26000,52,0,0,0,False,7247748787607045126,False,False,False,0,7285796947237620486,MS4wLjABAAAA9mu0CbMn9_SY5EAuF-44T1NUHyDreH29vv0By6xkr_cJ_ST0aChkZNf7IH9FEq59,False,0,False,rbkhdbyb140,False,1689928720,1696221028
244,21600,472,0,2174,2174,78,0,0,0,False,7098946131100451886,False,False,False,0,MS4wLjABAAAA-nHbstZl6cBZE3wcIOeYtR8nw6GRCb6B4fSueMOeg5rip3wAFckSvKhFsmkbD5TR,False,0,False,gamehuang8,False,1689928720,1696221028
0,43500,0,0,9552,9552,150,0,0,0,False,7140466203449508906,False,False,False,0,MS4wLjABAAAAdj1VAzAR02z3zbzqD62hyhdMTwhuue2YVqq_b4VH7Gw9aGtQRKMlvS8qjEelzWlt,False,0,False,territorialwarde,False,1689928720,1696221028
318,6153,147,0,1143,1143,34,0,0,0,False,7076391062524740650,False,False,False,0,MS4wLjABAAAA92wyB4dUKB9jJVtH5bhextveTK6RQgTEcM5HcFaQTz8kliYYE7Cawt0FX-2Kctyr,False,0,False,evagamer05,False,1689928720,1696221028
1411,77300,1273,0,500200,500200,829,0,0,0,False,6863067807375950854,False,False,False,0,7285693487322811167,MS4wLjABAAAAaOOlXgsHU1R7KtYJSmd3ngAKsQTf92EMjmxkrBeUWKq4K9blFcxJjVcixO8cjwDH,False,0,False,steveryanonline,False,1689928720,1696221028
467,367700,329,0,81100,81100,30,0,0,0,False,6799668998726648837,False,False,False,0,7285842459819559726,MS4wLjABAAAAiC0e2Rn-J2XOKclrPd7IuKSVQyTwjhwJHr2B8w2zyP-cOJ0oON6ibAMb-8SrQ15D,False,0,False,loop_automatic,False,1689928720,1696221028
1,1010,2,0,0,0,1,0,0,0,False,7256847873210516486,False,False,False,0,MS4wLjABAAAAbLY3VOTkhDBcemPz3HM5SXFR_YWMp_n517cts48y-gfeQRW9ghXzCWZg-yURH5uF,False,0,False,ioamyriam,False,1689928720,1696221028
2516,49000,7500,0,1470,1470,3,0,0,0,False,7178354899750831146,False,False,False,0,MS4wLjABAAAAKUx4Ed2pFnsU70aqRY2J-LgElS7HuVHbmFAuKo19SAP958JJJN_3Ro7KMNTI1eqE,False,0,False,winter82188,False,1689928720,1696221028
0,1726,20,0,22,22,5,0,0,0,False,7255317200755672069,False,False,False,0,MS4wLjABAAAA2Le6GkjBkcKVE3MZz85LP9hqArpZh1ZVJqmL6JsUEHHx5B-GInqHBsk2mQrgpDIn,False,0,False,rvabraham6,False,1689928720,1696221028
0,379,296,0,0,0,0,0,0,0,False,7259596511754650630,False,False,False,0,MS4wLjABAAAA-6_-2ni9wsEgRsxOJNc92J4PwibthcxhWQCmC7LV3BtkhPvN1eqU95R20dU5dY1j,False,0,False,user1102308772487,False,1689928720,1696221028
6,1717,61,0,76,76,2,0,0,0,False,7224372507653719045,False,False,False,0,MS4wLjABAAAAf5R0AAMKf2fyKxnZS3V1dzb3yHWDEH8xabbrcntq-_AzPmdWo-fZ18nkZfZCto1v,False,0,False,joannenorth27,False,1689928720,1696221028
5,2628,35,0,20000,20000,49,0,0,0,False,7179784452435117061,False,False,False,0,MS4wLjABAAAAWowzyuVy2kO69_peLNjck2iMLTxGv7n5aPMfP89cNWm2IIOXSyApm4hUAI7-v0Wj,False,0,False,shysexy1419,False,1689928720,1696221028
1217,690700,21,0,5400000,5400000,199,0,0,0,False,6877106160954016770,False,False,False,0,MS4wLjABAAAAPQ9LlF7wnR2YDn7IqL3YAaQhA-nB6Nzdu7nueo-5JawRyaUY9hiMdz56nCLEUY0q,False,0,False,momoki_0515,False,1689928720,1696221028
3683,5400000,109,0,43400000,43400000,681,0,0,0,False,6508626686040686593,False,False,False,0,MS4wLjABAAAAxnVQQFczMNVSMMy7CVBUocgvPATEfwoUnFNV1sgu4qrvvUiR81FVd2w2fpsQZ1z5,False,0,False,deejaysoda,True,1689928720,1696221028
43000,45200,12,0,144800,144800,146,0,0,0,False,7012967372479562753,False,False,False,0,MS4wLjABAAAAy5uN3e7pia-zyh-Lf4HoYSGvzPvH7O0Z8E_FqVHB76PpEsfd5O0Y1IMnamSeN0CS,False,0,False,ntn_121001,False,1689928720,1696221028
6,85100,2,0,466300,466300,31,0,0,0,False,7231821530073793537,False,False,False,0,MS4wLjABAAAAl-tiSg_2XGZwyRQpsBJ1rMZu_aXkD8957e4GB4MxxTP6F8diLY587D1WIlMWWdws,False,0,False,fucopy,False,1689928720,1696221028
5760,84400,644,0,2600000,2600000,265,0,0,0,False,6979042153545040897,False,True,False,0,MS4wLjABAAAASgbHjYwA-IhlNuVxwsiHGhEGi6H20plQgTEK19emy_1xhd4Vem9LLwJY-Fg8suFg,False,0,False,simandsherry_madebyfikme,False,1689928720,1696221028
1150,609900,296,0,337200,337200,259,0,0,0,False,7087981014203745281,False,False,False,0,MS4wLjABAAAAZHFrluXS24Kg0br0Hj89wkJ1nZ0ikOg42Jd_bUiBxBDxY7-7OqVeHJrXr9efJIbf,False,0,False,medal_star,False,1687234214,1689588490
2,206400,21,0,2598,2598,0,0,0,0,False,6867826103605888005,False,False,False,0,MS4wLjABAAAAVI-ZQUJfL5AV2McFifSDbqyp3HkMOdVdhD-00ljWrbWdOISb7Rl6ausc_baVZSKt,False,0,False,beest_king,False,1687234214,1689588490
0,46600,24,0,1415,1415,24,0,0,0,False,7201871339967185963,False,False,False,0,MS4wLjABAAAAXlPIzuo2OCtIJFNazFLdaEvuqrPAjAvsd7zSbypzoaVCFAukQCy0sUbKAIE6pSVH,False,0,False,superuven,False,1687234214,1689588490
21,22300,432,0,31400,31400,26,0,0,0,False,7246324303641166850,False,False,False,0,MS4wLjABAAAAeqESSTeSDMNRQ14q5l_ejChcuQHzn_5KnGZou4n21-uI_miCEosgW81TglY8StUI,False,0,False,huahuoli,False,1687234214,1689588490
14,2552,131,0,46300,46300,84,0,0,0,False,7203116622104970245,False,False,False,0,7285751029755611909,MS4wLjABAAAAGjndWhxMQIm1RrlGnag8Xu_hbCJ6vWNleA_ErH46gjwEWTpw2as5HkE515Ts_y8e,False,0,False,dyj6722,False,1687234214,1689588490
100,11800,1139,0,2752,2752,161,0,3,0,False,7165752801993180165,False,False,False,0,MS4wLjABAAAAjhoqpgsiaxmZyiBDwRAWVVQfSH_YVO31BI3NwOedTVR40yrN09Fz6tp7AAjrSTsh,False,0,False,bibo5215,False,1687234214,1689588490
97,883,1933,0,2695,2695,2,0,0,0,False,140586241342832640,False,False,False,0,MS4wLjABAAAA9tihJHzTK0QYfNZfu3hpufC5bPGyifJ7m8Pjna0_oLCuPfgLUpHe4fe10h5HxQ5d,False,0,False,novikomsija,False,1687234214,1689588490
8,1515,82,0,82,82,11,0,0,0,False,7217006450202969094,False,False,False,0,MS4wLjABAAAAVTyCfi0vDBRjemRgqsHTsSD1RE7ojNjbsXt-tug28YdA4UvVlKAPdiAwUV-WgPLX,False,0,False,cmcydihjad7gyj,False,1687234214,1689588490
359,5620,285,0,2791,2791,6,0,0,0,False,7161262962169299973,False,False,False,0,MS4wLjABAAAATkvnrpjEvffH0-qBMSB-QXcjBjGHYlmnbTVbaHr2zt3iwJjLGxwqvs8X8imDMgkD,False,0,False,anranvlog,False,1687234214,1689588490
64,6899,1092,0,1524,1524,61,0,3,0,False,7178133006116176922,False,False,False,0,7285727855395244806,MS4wLjABAAAAPKGO7Z6g5vQM0N2NoK65QTQBTNHbDjy2y2joOvQ9e0yArRZxniiG2nnMLFdzH6Ft,False,0,False,miaomiao902,False,1687234214,1689588490
5231,56100,733,0,1800000,1800000,295,0,0,0,False,6697856280142382082,False,False,False,0,MS4wLjABAAAAnR_PU4uVOQRRGztaCgkEyP5HA-lwB-dxFYCzYTeppVfQKFhxISgww29aPGhfQuTf,False,0,False,djsinzero,False,1687234214,1689588490
32,854,1843,0,0,0,0,0,0,0,False,7247078765136806938,False,False,False,0,MS4wLjABAAAAVfVgBXTM_fmcWwN9oZjCKPtBXlu6AFLi8QidoUb7tYg_TyW3neS9LvZnT1SnnURU,False,0,False,interactive__games,False,1687234214,1689588490
1212,1316,1232,0,189,189,2,0,0,0,False,7248814895919088642,False,False,False,0,MS4wLjABAAAAgJCxeEzm5t3SFN1wEU4AFOQHQUuxO-31BkuWbJyIamUn56RYzpCbZeHazdgY4YEr,False,0,False,user7886136275612,False,1687234214,1689588490
160,1842,455,0,290,290,30,0,0,0,False,7211507961256248325,False,False,False,0,MS4wLjABAAAAVMWn23LlM9DJvY1616QVKjlCqK-4LJUCAGHaeRk7XL998_2LsluG0SYoUJ1iyh-e,False,0,False,user2373939720927,False,1687234214,1689588490
132,13100,245,0,13100,13100,60,0,0,0,False,7160343358219797530,False,False,False,0,MS4wLjABAAAA1zjvPWyQw2bARq9qb66_vxq_ZxAoNdCfGhS8wmhc58BRHs8i3sGqqzdCHSFtYb-W,False,0,False,miranda74958,False,1687234214,1689588490
